Year,Month,Day,T_max,T_min,Precip (mm),T_ave,Precip (cm),rh_ave
1980,1,2,20.5,1.0,0.0,10.75,0.0,18.7705067339
1980,1,3,20.0,-0.5,0.0,9.75,0.0,16.7146799227
1980,1,11,15.5,9.5,3.0,12.5,0.3,78.0840803218
1980,1,12,20.5,8.0,0.0,14.25,0.0,34.8514201198
1980,1,13,22.5,7.0,0.0,14.75,0.0,24.1053510703
1980,1,14,23.0,8.0,0.0,15.5,0.0,25.2713546911
1980,1,15,20.0,7.0,3.0,13.5,0.3,39.1961726834
1980,1,16,19.5,4.0,0.0,11.75,0.0,20.5032061949
1980,1,17,20.5,3.5,0.0,12.0,0.0,20.1698602053
1980,1,18,19.5,9.0,4.0,14.25,0.4,42.319581574
1980,1,19,16.5,6.5,5.0,11.5,0.5,50.6178929496
1980,1,20,14.5,1.5,2.0,8.0,0.2,33.8274813507
1980,1,21,12.5,5.0,8.0,8.75,0.8,75.0507658632
1980,1,22,13.0,3.0,0.0,8.0,0.0,56.3791355845
1980,1,23,16.5,2.0,0.0,9.25,0.0,38.0188467276
1980,1,24,19.0,-0.5,0.0,9.25,0.0,27.6500703474
1980,1,25,19.5,-0.5,0.0,9.5,0.0,27.1926002048
1980,1,26,20.5,2.0,0.0,11.25,0.0,27.2421636584
1980,1,27,21.0,5.0,0.0,13.0,0.0,32.3917928143
1980,1,28,18.0,7.0,0.0,12.5,0.0,50.1969087783
1980,1,29,18.0,7.5,2.0,12.75,0.2,52.1286544245
1980,1,30,20.0,11.0,1.0,15.5,0.1,59.7322929063
1980,4,10,30.5,8.5,0.0,19.5,0.0,39.2752900904
1980,4,11,28.0,9.0,0.0,18.5,0.0,45.6048370869
1980,4,12,22.0,7.0,0.0,14.5,0.0,56.3410206871
1980,4,13,21.5,8.5,0.0,15.0,0.0,61.6759033683
1980,4,14,26.0,4.0,0.0,15.0,0.0,37.9544020728
1980,4,15,30.0,6.0,0.0,18.0,0.0,33.3326555464
1980,4,16,32.0,9.5,0.0,20.75,0.0,36.3496484394
1980,4,17,34.0,9.5,0.0,21.75,0.0,34.1829998907
1980,4,18,34.5,15.5,0.0,25.0,0.0,43.3871254049
1980,4,19,36.5,16.0,0.0,26.25,0.0,39.084422025
1980,4,20,35.0,17.5,7.0,26.25,0.7,53.296939125
1980,4,21,32.5,17.0,0.0,24.75,0.0,50.5193373323
1980,4,22,29.0,12.5,0.0,20.75,0.0,47.9154456701
1980,4,23,21.0,5.0,0.0,13.0,0.0,48.5876892214
1980,4,24,19.5,4.0,0.0,11.75,0.0,49.793500759
1980,4,25,25.5,6.0,0.0,15.75,0.0,40.6980158634
1980,4,26,30.0,10.5,0.0,20.25,0.0,39.1939154731
1980,4,27,33.5,15.0,0.0,24.25,0.0,42.7167329228
1980,4,28,33.0,10.5,0.0,21.75,0.0,34.1829998907
1980,4,29,28.0,13.5,0.0,20.75,0.0,52.8722159118
1980,4,30,22.0,9.5,2.0,15.75,0.2,61.047023795
1980,5,1,24.5,11.0,0.0,17.75,0.0,55.7708489963
1980,5,2,29.0,11.0,0.0,20.0,0.0,43.2667856746
1980,5,3,30.5,10.0,0.0,20.25,0.0,37.4898321916
1980,5,4,32.5,14.0,0.0,23.25,0.0,41.123330249
1980,5,5,33.0,14.0,0.0,23.5,0.0,40.5052321235
1980,5,6,33.0,13.0,0.0,23.0,0.0,37.4327634385
1980,5,7,31.5,16.5,0.0,24.0,0.0,50.1410893659
1980,5,8,31.5,14.0,0.0,22.75,0.0,42.3912223873
1980,5,9,31.5,12.0,0.0,21.75,0.0,34.1829998907
1980,5,10,30.0,12.0,0.0,21.0,0.0,34.1670353313
1980,5,11,26.5,13.0,0.0,19.75,0.0,47.4584641666
1980,5,12,26.5,7.5,0.0,17.0,0.0,33.413697625
1980,5,13,30.0,8.5,0.0,19.25,0.0,27.1985860751
1980,5,14,29.0,12.0,0.0,20.5,0.0,31.8810093867
1980,5,15,26.5,11.0,0.0,18.75,0.0,24.3192324759
1980,5,16,29.0,12.0,0.0,20.5,0.0,21.8133222119
1980,5,17,31.5,12.5,0.0,22.0,0.0,19.8923736454
1980,5,18,34.0,12.5,0.0,23.25,0.0,18.4345963185
1980,5,19,36.0,15.0,0.0,25.5,0.0,19.8158408408
1980,5,20,37.5,16.0,0.0,26.75,0.0,19.5459794601
1980,5,21,37.0,15.5,0.0,26.25,0.0,18.9500228
1980,5,22,34.5,14.5,0.0,24.5,0.0,19.7245143245
1980,5,23,32.0,12.0,0.0,22.0,0.0,19.8923736454
1980,5,24,28.5,13.5,0.0,21.0,0.0,22.7780235542
1980,5,25,27.0,5.0,0.0,16.0,0.0,17.8019513815
1980,5,26,31.0,8.5,0.0,19.75,0.0,17.5772089506
1980,5,27,31.5,10.5,0.0,21.0,0.0,19.5240201893
1980,5,28,32.0,10.0,0.0,21.0,0.0,17.8970185069
1980,5,29,32.5,10.0,0.0,21.25,0.0,17.6239203853
1980,5,30,34.0,10.5,0.0,22.25,0.0,18.0838758484
1980,5,31,34.0,10.0,0.0,22.0,0.0,16.8320084692
1980,6,1,32.0,13.5,0.0,22.75,0.0,20.464728049
1980,6,2,34.5,11.0,0.0,22.75,0.0,17.5411954706
1980,6,3,36.0,12.0,0.0,24.0,0.0,17.617139507
1980,6,4,37.0,12.5,0.0,24.75,0.0,16.8397791108
1980,6,5,37.5,14.5,0.0,26.0,0.0,18.0317462584
1980,6,6,37.0,15.0,0.0,26.0,0.0,19.2338626756
1980,6,7,38.0,13.5,0.0,25.75,0.0,17.0821347913
1980,6,8,40.0,16.0,0.0,28.0,0.0,18.1568945616
1980,6,9,42.0,17.0,0.0,29.5,0.0,17.6114607648
1980,6,10,41.5,17.5,0.0,29.5,0.0,18.5898752518
